iter	F1	Logloss
155	0.8036973369	0.4775621961
156	0.8037035008	0.477497747
157	0.8036977618	0.477456214
158	0.8036985735	0.4773570234
159	0.8037234015	0.4773007127
160	0.8037229957	0.4772735041
161	0.8037331398	0.4771355153
162	0.803758064	0.4770671054
163	0.8037537159	0.4770093289
164	0.803712272	0.4769544817
165	0.8037081372	0.4769206238
166	0.8037176627	0.4768648723
167	0.803726319	0.4768007626
168	0.8037935561	0.4767498887
169	0.8037989665	0.4766659821
170	0.8037636298	0.4765948357
171	0.8037726916	0.4765460848
172	0.8037444239	0.4765130701
173	0.8037658725	0.4764606724
174	0.8038322026	0.4763895194
175	0.8038669493	0.4763486162
176	0.8039102588	0.4762751178
177	0.8039015616	0.4762401318
178	0.8039470053	0.476145642
179	0.8039479587	0.4760950472
180	0.8039877687	0.4760236051
181	0.8040198719	0.4759565779
182	0.8040099608	0.4759138328
183	0.8040054622	0.4758843621
184	0.8040055243	0.4758620661
185	0.8039901662	0.4758415557
186	0.8039996733	0.4758110159
187	0.8040361521	0.475757103
188	0.8040423964	0.4757262728
189	0.8040486198	0.4756487608
190	0.8040451487	0.4756082684
191	0.8040699105	0.4754816904
192	0.8040708523	0.4754489988
193	0.8040979598	0.4753359981
194	0.8040965273	0.4753015269
195	0.8041027529	0.4752160895
196	0.8041417958	0.4751581977
197	0.8041795978	0.4750959158
198	0.8041896877	0.4750507853
199	0.8041896293	0.4749767135
200	0.8041860932	0.4749060517
201	0.8041880313	0.4748928554
202	0.8042450635	0.4748430691
203	0.8042400078	0.4747994608
204	0.8042324539	0.4747727915
205	0.8042516655	0.4747376083
206	0.8042642415	0.4746830816
207	0.8042503846	0.4746312262
208	0.8042484475	0.4745921371
209	0.8042760946	0.4745643118
210	0.8042486547	0.4745361423
211	0.8042522904	0.4744987189
212	0.8042534965	0.474466906
213	0.8042628782	0.4744344101
214	0.804258467	0.4744140319
215	0.8042656392	0.4744019631
216	0.8041698493	0.4743594309
217	0.8042195665	0.4743226903
218	0.8042739827	0.4742842109
219	0.804262443	0.4742639221
220	0.8042887342	0.4742136876
221	0.8042962589	0.4741844219
222	0.8043082732	0.4741555278
223	0.8043178572	0.4741175746
224	0.8044037791	0.4740806696
225	0.804420251	0.4740128683
226	0.8044159335	0.4739744698
227	0.8044574059	0.4739036871
228	0.8044720271	0.4738770983
229	0.8045249703	0.4738439675
230	0.8044721104	0.4738197716
231	0.804485253	0.4737604265
232	0.8045241882	0.4736993829
233	0.8045818611	0.4736871252
234	0.8045983919	0.4736643223
235	0.8045953193	0.4735900701
236	0.8046262372	0.4735483789
237	0.8046501989	0.473456468
238	0.8046522953	0.473415205
239	0.8046457261	0.4733277071
240	0.8046582094	0.4732709374
241	0.8046416292	0.4731996719
242	0.8046002263	0.4731384506
243	0.8046566783	0.4730947996
244	0.8046638527	0.473069777
245	0.8046610363	0.4730337521
246	0.8046614412	0.4730207484
247	0.8046703693	0.4729601919
248	0.8046955346	0.4729241886
249	0.8046999646	0.4729074701
250	0.8047106877	0.4728530072
251	0.8047501171	0.4728139763
252	0.8047400705	0.4727901215
253	0.804735335	0.4727461759
254	0.8047489164	0.4727096973
255	0.8047345253	0.4726862176
256	0.8047410276	0.4726489342
257	0.8047523028	0.4726094382
258	0.8047875015	0.4725739409
259	0.8048295036	0.4725556051
260	0.8048643941	0.4725196231
261	0.8048839907	0.4724744644
262	0.804880097	0.4724362206
263	0.8048836626	0.4724011248
264	0.8048779476	0.4723863675
265	0.8048645695	0.4723556856
266	0.8049164096	0.4722998745
267	0.8049720269	0.4722584719
268	0.805002265	0.4721908021
269	0.8050212102	0.4721700748
270	0.8050288254	0.4721300908
271	0.80502057	0.4720985322
272	0.8050146236	0.4720685633
273	0.8050335584	0.4720243029
274	0.8050435444	0.4719796683
275	0.805044431	0.4719169366
276	0.8050591443	0.4718863081
277	0.8050559369	0.4718570618
278	0.8051091516	0.4718089128
279	0.8051092583	0.4717857743
280	0.8051081259	0.4717613267
281	0.8050819963	0.4717212111
282	0.8050859316	0.4716647818
283	0.8051069334	0.4716453874
284	0.8051058272	0.4716019101
285	0.8051132583	0.4715892951
286	0.8051166758	0.4715800619
287	0.8051229746	0.4715545735
288	0.8051400164	0.4715345815
289	0.805143328	0.4715034728
290	0.8051528055	0.4714793423
291	0.8051648643	0.4714291899
292	0.8051517771	0.4713811121
293	0.8051200756	0.4713256455
294	0.8051198573	0.4713120569
295	0.8051145772	0.4712996051
296	0.8051374899	0.4712381916
297	0.8051716165	0.4712087977
298	0.805179211	0.4711739003
299	0.8051763022	0.4711447166
300	0.8051769747	0.4711253848
301	0.8053893115	0.4710901547
302	0.8053561897	0.4710559905
303	0.8053520163	0.4710330128
304	0.8053706439	0.471002724
305	0.805352851	0.470982933
306	0.8053686545	0.4709494677
307	0.8053623526	0.4709287677
308	0.8053870183	0.4708830857
309	0.8054040328	0.4708561357
310	0.8054180836	0.4708231511
311	0.8054905482	0.4707911391
312	0.8054746168	0.4707526375
313	0.8054739519	0.4707410127
314	0.8054697061	0.4707005459
315	0.8054770481	0.4706790911
316	0.8054705635	0.4706529264
317	0.805504964	0.4706261474
318	0.8055291356	0.4705808405
319	0.8055540574	0.4705525362
320	0.8055516369	0.4705283324
321	0.8055490432	0.4704946037
322	0.8055782595	0.4704546139
323	0.8055839348	0.4704399124
324	0.805546361	0.4704143437
325	0.8055561032	0.4703906279
326	0.8055748955	0.4703726903
327	0.8055541432	0.4703151045
328	0.80558726	0.4702705849
329	0.8055885283	0.4702629165
330	0.8055835999	0.470240587
331	0.8056690795	0.4701959675
332	0.8056650154	0.4701854831
333	0.8056508343	0.4701529322
334	0.8056439448	0.470129636
335	0.8056474145	0.4700999632
336	0.8056448824	0.4700743591
337	0.8056862983	0.4700184495
338	0.8057374726	0.4699936678
339	0.8057040702	0.4699401594
340	0.8057065203	0.469915942
341	0.8057069237	0.4699044271
342	0.8056805712	0.4698665485
343	0.8056954502	0.4698438712
344	0.8057170502	0.469823934
345	0.8057567997	0.469794729
346	0.8057938823	0.4697753352
347	0.8058214035	0.4697433609
348	0.8058418013	0.469715379
349	0.8058782243	0.4696809481
350	0.8058765139	0.4696570881
351	0.8058806672	0.469643786
352	0.8058986784	0.4696147889
353	0.8058925405	0.469594279
354	0.8058967855	0.4695752542
355	0.8059022092	0.4695568405
356	0.8059238124	0.4695420584
357	0.8059334537	0.4695209301
358	0.8059426891	0.4694862891
359	0.8059654377	0.469455593
360	0.8059663366	0.4694377534
361	0.8059544331	0.4694095025
362	0.8059695603	0.4693842241
363	0.8059687853	0.4693752935
364	0.8059838824	0.4693342358
365	0.8060268152	0.4693215252
366	0.8060214214	0.4692940271
367	0.8060099529	0.4692736281
368	0.8060358078	0.4692365152
369	0.806026823	0.4692134905
370	0.8060224221	0.4692046783
371	0.8060249961	0.4691843648
372	0.8060566274	0.4691703863
373	0.8060668324	0.4691573139
374	0.8061044053	0.4691304244
375	0.8061180279	0.4691046835
376	0.8061021556	0.4690949654
377	0.8061083899	0.4690699568
378	0.8060690143	0.4690322024
379	0.8060720881	0.469007528
380	0.8060906995	0.468994801
381	0.806078853	0.4689674013
382	0.8060977181	0.4689419863
383	0.8061014088	0.4689279702
384	0.8061207097	0.4689103081
385	0.8060883693	0.4688870206
386	0.8061470021	0.4688542393
387	0.8061801519	0.4688246019
388	0.8061753172	0.4687995437
389	0.806184502	0.4687784785
390	0.806177863	0.4687591283
391	0.806191415	0.4687493295
392	0.8061948954	0.4687310456
393	0.8062050794	0.4687073178
394	0.8063043354	0.468668006
395	0.8063101594	0.468642635
396	0.80631802	0.4686226941
397	0.8063438058	0.4686037282
398	0.806338841	0.4685745073
399	0.8063458195	0.4685560123
400	0.8063579217	0.4685476339
401	0.8063609061	0.4685284101
402	0.8064327954	0.4684968636
403	0.8064554702	0.4684772811
404	0.8064716372	0.4684601074
405	0.8064773051	0.4684429614
406	0.8064762645	0.468424694
407	0.8064945828	0.46839723
408	0.8065085657	0.4683741693
409	0.8065236019	0.468331754
410	0.806547845	0.4683134261
411	0.8065424108	0.4682802227
412	0.8065431533	0.4682569288
413	0.8065751795	0.4682328843
414	0.8065844477	0.4682025172
415	0.8065635499	0.4681789416
416	0.806590997	0.4681684726
417	0.8066046175	0.4681600203
418	0.8065802437	0.4681348631
419	0.8066362151	0.4680984468
420	0.8066369283	0.4680661691
421	0.8066741587	0.4680412414
422	0.8067249098	0.468014784
423	0.8067404368	0.4679835782
424	0.8067589879	0.4679630809
425	0.8067827996	0.4679405824
426	0.8067820308	0.4679234078
427	0.8067555097	0.4678886332
428	0.8067614203	0.4678716889
429	0.8068113259	0.4678486641
430	0.8068250851	0.4678241935
431	0.8068285843	0.4678003373
432	0.8068611491	0.4677831154
433	0.8068619435	0.4677571148
434	0.8068626401	0.4677394677
435	0.8068628899	0.4677183377
436	0.8068458437	0.4677014987
437	0.806852996	0.467664168
438	0.8068491298	0.4676471158
439	0.8068542015	0.4676316351
440	0.8068451112	0.4676180164
441	0.8068616752	0.4676002042
442	0.8068749272	0.4675770126
443	0.8068823388	0.4675611802
444	0.8068977715	0.4675400819
445	0.8069048892	0.4675304483
446	0.8069077017	0.4675143028
447	0.8068936743	0.4674996236
448	0.8069201863	0.4674782731
449	0.8069302244	0.467461312
450	0.8069364306	0.4674378144
451	0.8069518717	0.4674129945
452	0.8069242647	0.4674008064
453	0.8069167084	0.4673897989
454	0.8068969536	0.4673759675
455	0.806911341	0.4673594914
456	0.8069362045	0.4673495086
457	0.8069250628	0.4673236322
458	0.8069598621	0.4672877623
459	0.8069712151	0.4672683779
460	0.8069973199	0.4672477978
461	0.8069965167	0.4672391595
462	0.8070296268	0.4672103286
463	0.8070192231	0.4671891928
464	0.807042403	0.4671728153
465	0.8070519323	0.4671507131
466	0.8070581014	0.4671346294
467	0.8070591222	0.4671106193
468	0.8070727373	0.4670829701
469	0.8071057329	0.4670637761
470	0.8071421661	0.4670459471
471	0.8071345044	0.4670291806
472	0.8071426862	0.467008297
473	0.8071418465	0.4669835119
474	0.807148639	0.4669668792
475	0.8071515597	0.4669498717
476	0.8072324633	0.4669301386
477	0.8072376287	0.4669133162
478	0.807238657	0.466898776
479	0.8072427062	0.4668854118
480	0.8072434708	0.466865617
481	0.8072408134	0.4668207027
482	0.8072553817	0.4668035193
483	0.8072604973	0.4667898113
484	0.8072679065	0.4667749125
485	0.8072617763	0.4667676923
486	0.8072652499	0.4667506467
487	0.8072389469	0.4667220506
488	0.8072500572	0.4667006335
489	0.8072461204	0.4666786834
490	0.8072538569	0.4666396016
491	0.8072849509	0.4666160287
492	0.8073179083	0.466585809
493	0.8073170681	0.4665646451
494	0.8073137452	0.4665577256
495	0.8073157303	0.4665312623
496	0.8073499337	0.4665167968
497	0.8073462863	0.4665036722
498	0.8073535243	0.4664919435
499	0.8073495141	0.4664823691
500	0.8073459812	0.4664641076
501	0.8073646017	0.4664406218
502	0.8073685175	0.4664305478
503	0.8073796175	0.466411399
504	0.8074036831	0.4663778695
505	0.8074062507	0.4663555344
506	0.807402279	0.4663453139
507	0.8074170326	0.4663349551
508	0.8074206419	0.4663249977
509	0.8074135844	0.4662946374
510	0.8074139467	0.4662655613
511	0.8074280188	0.4662419691
512	0.8074132756	0.4662342786
513	0.8074238017	0.4662026622
514	0.8073941972	0.4661709475
515	0.8074170238	0.466148721
516	0.8075089324	0.466137433
517	0.8075146981	0.4661252077
518	0.8075169752	0.4661084502
519	0.8075305011	0.466082734
520	0.8075322996	0.4660682041
521	0.8075358662	0.4660603565
522	0.807578503	0.4660232753
523	0.8076497465	0.4660054014
524	0.8075952187	0.4659881356
525	0.8076203882	0.4659692792
526	0.8076619162	0.4659614243
527	0.8076582303	0.4659390174
528	0.8076903052	0.4659172174
529	0.807685539	0.4659012635
530	0.8076907857	0.4658851718
531	0.8077050447	0.4658489784
532	0.8077218662	0.4658365843
533	0.8077279534	0.4658273246
534	0.8077291949	0.4657791293
535	0.8077332797	0.4657642486
536	0.8077426933	0.4657516597
537	0.807764406	0.4657366895
538	0.8077764621	0.4657194305
539	0.807781033	0.4657064663
540	0.8077884423	0.4656945594
541	0.8077796698	0.4656838285
542	0.8077817932	0.4656716412
543	0.8077612873	0.4656647874
544	0.8077648546	0.4656517969
545	0.8077722242	0.4656375684
546	0.8077819601	0.4656072353
547	0.8078389142	0.4655803321
548	0.8078583383	0.465561172
549	0.8078607395	0.4655366429
550	0.8078652329	0.4655241549
551	0.8078708766	0.4655164707
552	0.8078752065	0.4655027221
553	0.8078927417	0.4654858897
554	0.8079169357	0.4654602476
555	0.8079378189	0.4654419578
556	0.8079529927	0.4654198257
557	0.8079633659	0.4654049271
558	0.8079693806	0.4653855063
559	0.8079592974	0.4653557371
560	0.8079504824	0.465341982
561	0.80795709	0.4653069125
562	0.807965505	0.4652836482
563	0.8079629805	0.4652783927
564	0.8079654488	0.4652581292
565	0.8079787046	0.4652398833
566	0.808003341	0.4652080189
567	0.8079770786	0.4651907551
568	0.80800045	0.4651830821
569	0.8080016498	0.4651717925
570	0.8080005333	0.4651556745
571	0.8080205471	0.4651424865
572	0.808037337	0.4651276595
573	0.8080416288	0.4651071033
574	0.8080712137	0.4650918523
575	0.8080654064	0.4650716649
576	0.8080636594	0.4650505436
577	0.808064543	0.4650447949
578	0.8080678676	0.4650312838
579	0.8080763474	0.4650183188
580	0.8080800085	0.4650013831
581	0.8080779674	0.4649963498
582	0.8080865948	0.4649878418
583	0.8080893727	0.4649771022
584	0.8080861742	0.4649639251
585	0.8080936235	0.4649503012
586	0.8080941498	0.464927687
587	0.8081252962	0.4649110813
588	0.8081323883	0.4648880569
589	0.8081482137	0.4648802114
590	0.8081382812	0.4648672808
591	0.8081592602	0.4648510566
592	0.8081406553	0.4648247248
593	0.8081444891	0.4647966857
594	0.8081585458	0.4647791221
595	0.8081666498	0.4647635597
596	0.8081834026	0.4647464104
597	0.8081604077	0.4647151734
598	0.8081581541	0.4647008887
599	0.8081685296	0.4646841552
600	0.8081595658	0.4646755798
601	0.8081648472	0.4646594413
602	0.8081778763	0.4646516162
603	0.8081954883	0.4646309994
604	0.8081878048	0.4646137727
605	0.8082032772	0.4646052295
606	0.8082262007	0.4645951442
607	0.8082261439	0.4645829544
608	0.8082363496	0.4645603381
609	0.8082288849	0.4645383875
610	0.8082438434	0.4645251574
611	0.8082865059	0.4645038302
612	0.8082856637	0.4644835923
613	0.808289432	0.4644751205
614	0.8082944421	0.4644688432
615	0.8083003047	0.4644563528
616	0.8083122783	0.464445201
617	0.808316932	0.4644315501
618	0.8084077052	0.464419522
619	0.8084145348	0.4644032751
620	0.8084245528	0.4643918483
621	0.8084168813	0.4643783903
622	0.8084270394	0.4643673547
623	0.8084352849	0.4643574718
624	0.8084377672	0.4643451386
625	0.808436127	0.4643373879
626	0.8084425528	0.4643254622
627	0.8084820908	0.4643053721
628	0.8084853712	0.4642981269
629	0.8085289464	0.4642785181
630	0.808536748	0.4642628278
631	0.8085351968	0.4642524449
632	0.8085588284	0.4642361857
633	0.808563308	0.4642222569
634	0.8085595394	0.4641945545
635	0.8085644181	0.4641805991
636	0.8085625152	0.4641632102
637	0.8085645992	0.4641570052
638	0.8085583028	0.4641460342
639	0.8085549774	0.4641419948
640	0.8085813155	0.4641229062
641	0.8085834924	0.4641115417
642	0.8086006896	0.4640946772
643	0.8085920894	0.4640830052
644	0.8085950606	0.4640714887
645	0.808605216	0.4640555351
646	0.8086156809	0.4640413986
647	0.8086133276	0.4640319167
648	0.8086034413	0.4640198824
649	0.808602025	0.4640054914
650	0.8085990536	0.463990149
651	0.8085727654	0.4639689286
652	0.8085850762	0.4639604413
653	0.8085953666	0.4639468219
654	0.8085915102	0.4639261179
655	0.8085875193	0.4639204744
656	0.8085922228	0.4638970997
657	0.8086149342	0.4638868205
658	0.8086149342	0.4638782795
659	0.8086168949	0.4638551632
660	0.8086275851	0.4638389673
661	0.8086282932	0.463830407
662	0.8086344586	0.4638099557
663	0.8086274052	0.4637958446
664	0.8086476771	0.4637815353
665	0.8086492347	0.4637755011
666	0.8086505219	0.4637620055
667	0.8086554	0.4637502813
668	0.8086521179	0.4637420567
669	0.8086503484	0.4637248996
670	0.8086521699	0.4637195266
671	0.8086602328	0.4637041762
672	0.8086635599	0.4636952699
673	0.808662762	0.4636654058
674	0.8086765146	0.463646542
675	0.8086756715	0.4636278045
676	0.8086814005	0.4636186601
677	0.8086862867	0.4636040009
678	0.8086951626	0.4635919469
679	0.808694682	0.4635799429
680	0.8087071488	0.4635702555
681	0.8087148187	0.4635632334
682	0.8087309655	0.463545214
683	0.8087370846	0.4635217061
684	0.808765069	0.4635084891
685	0.8088067717	0.4634892224
686	0.8088188379	0.4634821466
687	0.808823928	0.463470013
688	0.8088111109	0.463461096
689	0.808803046	0.4634481641
690	0.8088045777	0.4634370178
691	0.8088030287	0.4634262841
692	0.8088053292	0.4634132586
693	0.8088083037	0.4634060866
694	0.8087950861	0.4633998715
695	0.8088101281	0.4633855248
696	0.8088050826	0.463361213
697	0.8087791489	0.4633470772
698	0.8088039467	0.4633360439
699	0.8088215818	0.4633281936
700	0.8088050656	0.4632994002
701	0.8088142515	0.4632888134
702	0.808826566	0.4632830239
703	0.8088368106	0.4632681926
704	0.8088471931	0.4632582739
705	0.8088534502	0.4632410846
706	0.8088909004	0.4632207864
707	0.8088965734	0.4632079801
708	0.8088998738	0.4632028117
709	0.808900013	0.4631941657
710	0.8089110264	0.4631890891
711	0.8089077448	0.4631524306
712	0.8089035267	0.4631399679
713	0.8089305026	0.4631278639
714	0.8089305026	0.4631157906
715	0.8089288303	0.4631068265
716	0.8089317861	0.4630927573
717	0.8089430131	0.4630784456
718	0.8089620231	0.4630708993
719	0.8089720312	0.4630605726
720	0.8089866314	0.463046423
721	0.8089870767	0.4630368756
722	0.8089991928	0.4630261113
723	0.8090021692	0.4630041331
724	0.8090178235	0.4629943601
725	0.8090004349	0.4629813966
726	0.8090001304	0.4629632069
727	0.8089914357	0.4629551712
728	0.8089874047	0.4629443398
729	0.8089915764	0.4629360869
730	0.8089952089	0.4629234598
731	0.8089940137	0.4629134224
732	0.8089991698	0.462898248
733	0.8089926546	0.4628894951
734	0.8089918577	0.4628815723
735	0.8089917171	0.4628698269
736	0.8089917639	0.4628560879
737	0.8089901703	0.4628505865
738	0.8089876391	0.4628443134
739	0.8089996152	0.4628321664
740	0.8090007874	0.46282027
741	0.809004467	0.4628103816
742	0.809032145	0.4627953901
743	0.8090309971	0.4627757815
744	0.8090223054	0.4627602641
745	0.8090243445	0.4627510817
746	0.8090338367	0.4627412524
747	0.8090293134	0.4627366344
748	0.8090250942	0.4627291654
749	0.8090280023	0.4627213335
750	0.8090499172	0.4627070126
751	0.8090475272	0.4626954033
752	0.8090615899	0.4626862275
753	0.8090687394	0.4626719633
754	0.8090571407	0.4626463344
755	0.8090620153	0.4626357512
756	0.8090634466	0.4626240319
757	0.809053042	0.4626084424
758	0.8090729195	0.4625977511
759	0.8090688415	0.4625923354
760	0.8090618128	0.4625802428
761	0.8090610633	0.4625687332
762	0.8090668297	0.4625599826
763	0.8090738384	0.4625507504
764	0.8090563093	0.4625459547
765	0.8090810838	0.4625384875
766	0.8090660129	0.4625296427
767	0.8090931568	0.4625184551
768	0.8091537917	0.4625052995
769	0.8091524377	0.4624964249
770	0.8091571041	0.4624916569
771	0.809146942	0.4624781702
772	0.8091410806	0.4624662875
773	0.8091373058	0.4624554041
774	0.8091453968	0.462441467
775	0.8091450463	0.4624322539
776	0.8091562278	0.4624211487
777	0.8091631405	0.4624148797
778	0.8091724572	0.4624076425
779	0.8091777764	0.4623950974
780	0.8092195645	0.4623808654
781	0.8092179724	0.4623729387
782	0.8092141498	0.4623627806
783	0.8092134018	0.4623490264
784	0.8091688261	0.4623368344
785	0.8091801021	0.4623085463
786	0.8092272097	0.4623007398
787	0.8092347589	0.462288717
788	0.8092475781	0.462280337
789	0.8092360847	0.4622593593
790	0.8092257009	0.4622511229
791	0.8092183917	0.4622382179
792	0.8092275818	0.4622224603
793	0.8092305124	0.4622046766
794	0.809242585	0.4621855826
795	0.8092492424	0.4621796705
796	0.8092669345	0.4621646084
797	0.8092446715	0.4621503132
798	0.8092490373	0.4621386561
799	0.8092725166	0.4621219306
800	0.8093045088	0.4621093662
801	0.8093048	0.462089604
802	0.8093074878	0.4620788407
803	0.8093288938	0.4620661459
804	0.8093364028	0.4620499335
805	0.8093822556	0.4620454067
806	0.8093430669	0.4620395062
807	0.8093376447	0.4620256392
808	0.8093356073	0.4620169923
809	0.8093289023	0.4619992172
810	0.8093365002	0.4619930748
811	0.8093395199	0.4619849663
812	0.8093368733	0.461967824
813	0.8093428811	0.461955865
814	0.8093516249	0.4619393301
815	0.8093972334	0.4619299724
816	0.8094032474	0.4619146245
817	0.8094212831	0.4618962657
818	0.8094312146	0.461885301
819	0.8094206263	0.4618715671
820	0.8094216137	0.4618592426
821	0.8094482964	0.4618477097
822	0.8094725421	0.4618388005
823	0.8094729397	0.4618321025
824	0.8094696112	0.4618192271
825	0.8094713001	0.461806464
826	0.8094717965	0.4617985526
827	0.8094681223	0.4617845091
828	0.8094774586	0.4617728655
829	0.809507266	0.4617638002
830	0.8095116872	0.4617588134
831	0.8095201825	0.4617454936
832	0.8095311629	0.4617363828
833	0.8095271385	0.4617210113
834	0.8095510366	0.4617161772
835	0.8095462674	0.4617059062
836	0.8095462674	0.4616963871
837	0.8095498953	0.4616886044
838	0.8095433866	0.4616720682
839	0.8095518339	0.4616622848
840	0.8095651003	0.4616526004
841	0.8095754349	0.4616470924
842	0.809586614	0.4616377381
843	0.8095735956	0.4616294509
844	0.8095591872	0.4616165146
845	0.8095658434	0.4615960052
846	0.8095794112	0.4615691873
847	0.8095797611	0.4615599857
848	0.8095824955	0.4615432868
849	0.8096095733	0.4615336359
850	0.8096162314	0.4615235859
851	0.8096046548	0.4615086628
852	0.809613103	0.4614958519
853	0.8096106186	0.461494693
854	0.8096217019	0.4614855175
855	0.8096332286	0.4614767803
856	0.8096403345	0.4614709853
857	0.8096462989	0.4614549081
858	0.8096554919	0.4614420188
859	0.8096447098	0.4614354907
860	0.8096479887	0.4614208424
861	0.8096501261	0.461406826
862	0.8096582282	0.461394219
863	0.809674181	0.4613863004
864	0.809716295	0.4613801635
865	0.8097156022	0.461355836
866	0.8097201395	0.461333489
867	0.8098088458	0.461322679
868	0.809809345	0.461316707
869	0.8098028536	0.4613024973
870	0.8098059389	0.4612978697
871	0.809808922	0.4612921947
872	0.8098039543	0.4612812236
873	0.8098163862	0.4612732432
874	0.8098034284	0.4612702806
875	0.8098189343	0.4612562026
876	0.8098251443	0.4612442909
877	0.8098359253	0.4612354276
878	0.8098512257	0.4612268414
879	0.8098530187	0.4612104075
880	0.8098673857	0.4611943262
881	0.8098720598	0.4611902337
882	0.8098677826	0.4611800108
